iter	RMSE
688	3.236433854
689	3.232687924
690	3.228709353
691	3.228019596
692	3.224575893
693	3.222793992
694	3.221539306
695	3.21990788
696	3.217895705
697	3.21540446
698	3.215334192
699	3.2151894
700	3.21434703
701	3.213876622
702	3.213300205
703	3.211736794
704	3.208118579
705	3.207304826
706	3.207053978
707	3.205899581
708	3.204430848
709	3.202903372
710	3.199536188
711	3.19485103
712	3.192922368
713	3.191404764
714	3.18755185
715	3.185723867
716	3.183566924
717	3.181973738
718	3.180325745
719	3.179320904
720	3.177872323
721	3.177579063
722	3.176050021
723	3.174830616
724	3.173467218
725	3.173324465
726	3.172830511
727	3.169146565
728	3.167122414
729	3.167072157
730	3.165244572
731	3.162481613
732	3.158695738
733	3.157722037
734	3.157140945
735	3.154601058
736	3.15389655
737	3.148751684
738	3.145263252
739	3.142512726
740	3.141345024
741	3.140743264
742	3.140252382
743	3.13815448
744	3.133331842
745	3.129031002
746	3.128875837
747	3.125900663
748	3.124562778
749	3.123444997
750	3.12152988
751	3.120780821
752	3.120724267
753	3.117104107
754	3.116221007
755	3.115007401
756	3.113806038
757	3.112424535
758	3.108694794
759	3.107736512
760	3.107665644
761	3.105404103
762	3.103808512
763	3.102648628
764	3.101021234
765	3.099983646
766	3.098106176
767	3.096679502
768	3.096202872
769	3.095168114
770	3.094235193
771	3.09364444
772	3.093633846
773	3.093300182
774	3.09324374
775	3.09235973
776	3.091948085
777	3.091833818
778	3.090360559
779	3.088728328
780	3.086033612
781	3.085464471
782	3.083000505
783	3.081566154
784	3.079445706
785	3.077819103
786	3.076069928
787	3.075787913
788	3.073858964
789	3.069927923
790	3.067787903
791	3.066075146
792	3.063889336
793	3.061865335
794	3.061577345
795	3.058597576
796	3.055792311
797	3.054712025
798	3.047671077
799	3.046579746
800	3.04469088
801	3.044212142
802	3.043110593
803	3.042713804
804	3.041766732
805	3.040161916
806	3.038223361
807	3.038073844
808	3.034190863
809	3.03328901
810	3.031401721
811	3.026824658
812	3.026316516
813	3.024322872
814	3.023036227
815	3.022180114
816	3.019507894
817	3.018586361
818	3.015793168
819	3.013105024
820	3.010249342
821	3.009044689
822	3.007494143
823	3.006617664
824	3.002980362
825	3.002763166
826	3.002693034
827	3.002355632
828	3.002229701
829	2.998944134
830	2.997704631
831	2.994983465
832	2.993148196
833	2.992976072
834	2.992825593
835	2.989494077
836	2.98812175
837	2.985657001
838	2.982179439
839	2.980997871
840	2.980304359
841	2.978629817
842	2.977982351
843	2.976357314
844	2.972917778
845	2.972775673
846	2.970603837
847	2.970282786
848	2.967035229
849	2.965384764
850	2.96120607
851	2.959605855
852	2.957399249
853	2.955440268
854	2.954439804
855	2.954133725
856	2.952928202
857	2.95086314
858	2.947410589
859	2.94619158
860	2.94492697
861	2.94234416
862	2.942249533
863	2.938032317
864	2.937505231
865	2.937240318
866	2.93695975
867	2.936806383
868	2.936763683
869	2.932954116
870	2.929672222
871	2.929261269
872	2.927042105
873	2.924364997
874	2.924205514
875	2.921925743
876	2.919263865
877	2.918135763
878	2.9174215
879	2.915858181
880	2.915282858
881	2.912810512
882	2.909422139
883	2.907625545
884	2.904351217
885	2.903822534
886	2.903450282
887	2.902517198
888	2.901665361
889	2.898862288
890	2.897262856
891	2.896783466
892	2.89580423
893	2.895383008
894	2.89283263
895	2.889758736
896	2.889676553
897	2.889258204
898	2.888213709
899	2.886242769
900	2.884409397
901	2.884315785
902	2.882289919
903	2.879076249
904	2.87827454
905	2.877601662
906	2.876040077
907	2.873747976
908	2.872517964
909	2.871208369
910	2.868818945
911	2.868010682
912	2.867681942
913	2.866031948
914	2.86463418
915	2.862944678
916	2.861312514
917	2.859298922
918	2.857943972
919	2.855361294
920	2.855275564
921	2.853699649
922	2.85256095
923	2.849701556
924	2.848318665
925	2.847784397
926	2.84664615
927	2.845964401
928	2.844491471
929	2.843436663
930	2.842305045
931	2.841446277
932	2.841360899
933	2.838198098
934	2.83673554
935	2.835599543
936	2.835256507
937	2.832968683
938	2.829974517
939	2.827875165
940	2.827131355
941	2.826522698
942	2.825117267
943	2.824167305
944	2.821470362
945	2.820058267
946	2.819246222
947	2.819072015
948	2.818331239
949	2.816411271
950	2.81629029
951	2.815407828
952	2.812256546
953	2.810512454
954	2.810128927
955	2.806461476
956	2.803352128
957	2.800079425
958	2.797050297
959	2.794618419
960	2.794548594
961	2.794503768
962	2.793460863
963	2.792333038
964	2.790237003
965	2.789963425
966	2.788688343
967	2.788311305
968	2.78696896
969	2.786475163
970	2.785970375
971	2.784958517
972	2.78403311
973	2.783356438
974	2.781995301
975	2.781828608
976	2.78169489
977	2.7787495
978	2.775720234
979	2.775292283
980	2.775212076
981	2.771826716
982	2.769490722
983	2.76774131
984	2.767454141
985	2.767225619
986	2.765303175
987	2.764183632
988	2.763085795
989	2.762206618
990	2.759651043
991	2.759582314
992	2.759473752
993	2.758880607
994	2.75814793
995	2.756688239
996	2.753186339
997	2.750280997
998	2.747695275
999	2.745017429
